Name,Review,UpVotes,Rating,Date,Opinion Unit,Unsupervised labels
Syed Tabish Ali,after the updates cant download any subtitles please fix,6.0,5.0,"January 7, 2020","[['updates', 'cant', 'download', 'subtitles'], [], ['please', 'fix', 'ti']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Seth PH,Great app for music and videos but keeps changing the titles and authors the songs making harder use,,2.0,"February 16, 2020","[['great', 'app', 'music', 'videos', 'keeps', 'changing', 'titles', 'authors', 'songs', 'making', 'harder', 'use'], []]","['Redundant/NA', 'Redundant/NA']"
Sebastian K,its good app save downloaded movies but has flaws which when the video playing and homepage phone and when click the play video the sound was not there,3.0,4.0,"December 5, 2019","[['good', 'app', 'save', 'downloaded', 'movies', 'flaws', 'video', 'playing', 'go', 'homepage', 'phone', 'click', 'play', 'video', 'sound']]",['neutral']
Wadu Hek,New interface really bad takes clicks for simple work While want change screen size video,3.0,2.0,"January 6, 2020","[['new', 'interface', 'r', 'really', 'bad', 'takes'], ['clicks', 'simple', 'work'], ['while', 'want', 'change', 'screen', 'size', 'video'], []]","['Bug', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Satyam Devu,Good one but imperfect Autoplay not all obvious SHOULD the default setting mon man mon,1.0,4.0,"December 22, 2019","[['good', 'one', 'imperfect'], ['autoplay', 'obvious', 'should', 'be', 'default', 'setting', 'man'], [], []]","['neutral', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
ONA MAMBO,New design absolute trash Kindly revert back the old one and hire developers who actually know the difference between good and bad design,,4.0,"January 15, 2020","[['new', 'ui', 'design', 'absolute', 'trash'], ['kindly', 'revert', 'back', 'old', 'one', 'hire', 'developers', 'actually', 'know', 'difference', 'good', 'bad', 'ui', 'design'], []]","['Redundant/NA', 'neutral', 'Redundant/NA']"
Prasenna Raghavendran,Thankyou guys for making this app This app useful and very helpful you see downloaded torrent video but the sound muted then when used this play the video solved the problem,6.0,4.0,"December 5, 2019","[['thankyou', 'guys', 'making', 'app', 'this', 'app', 'useful', 'helpful', 'see', 'downloaded', 'torrent', 'video', 'sound', 'muted', 'used', 'play', 'video'], ['it', 'solved', 'problem']]","['neutral', 'Redundant/NA']"
Flick Thug,VLC has bee alright except for the latest update can play audios again plays second and stops Please fix ASAP,39.0,1.0,"December 28, 2019","[['vlc', 'bee', 'alright', 'except', 'latest', 'update'], ['i', 'ca', 'play', 'audios'], ['it', 'plays', 'second', 'stops'], ['please', 'fix', 'asap'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Omotosho Ayomide,Nice app video player with many options choose from,2.0,5.0,"January 5, 2020","[['nice', 'app', 'video', 'player', 'many', 'options', 'choose'], []]","['neutral', 'Redundant/NA']"
Zack Phillips,The double tap fast forward rewind extremely buggy right now and the subtitles menu fully broken Fix these get better rating,1.0,2.0,"February 16, 2020","[['the', 'double', 'tap', 'fast', 'forward', 'rewind', 'extremely', 'buggy', 'right', 'subtitles', 'menu', 'fully', 'broken'], ['fix', '2', 'get', 'better', 'rating'], []]","['neutral', 'Redundant/NA', 'Redundant/NA']"
Ritwick Karmakar,best app but does not have photo capture option for video its player,5.0,4.0,"December 6, 2019","[['best', 'app', 'photo', 'capture', 'option', 'video', 'player']]",['Feature Request']
Nagesh Salvankar,doubt best media player but still one option missing Still wont runs background player like xplayer Not comparing both but vlc add background playing option this player will rock the world,4.0,1.0,"February 1, 2020","[['do', 'doubt', 'best', 'media', 'player', 'still', 'one', 'option', 'missing'], ['still', 'wont', 'runs', 'background', 'player', 'like', 'xplayer'], ['not', 'comparing', 'vlc', 'add', 'background', 'playing', 'option', 'player', 'rock', 'world'], []]","['Feature Request', 'neutral', 'Feature Request', 'Redundant/NA']"
Azhar Mehfooz,this update broken all video gone internal and card selected but see video you must enter manually folders where you have videos,6.0,4.0,"December 21, 2019","[['update', 'broken'], ['video', 'gone'], ['internal', 'sd', 'card', 'selected', 'see', 'video', 'must', 'enter', 'manually', 'folders', 'videos'], []]","['Support', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Marian Marian,Issues connecting SMB share from openmediavault keeps asking for credentials again and again while accessing almost every file from SMB share folder,3.0,5.0,"January 7, 2020","[['issues', 'connecting', 'smb', 'share', 'openmediavault'], ['it', 'keeps', 'asking', 'credentials', 'accessing', 'almost', 'every', 'file', 'smb', 'share', 'folder'], []]","['Bug', 'Redundant/NA', 'Redundant/NA']"
Mahesh Salgaonkar,After last update can download subtitles doesn check what videos watched the progress videos started watch Complete disaster,1.0,2.0,"January 17, 2020","[['after', 'last', 'update', 'ca', 'download', 'subtitles', 'check', 'videos', 'watched', 'progress', 'videos', 'started', 'watch'], ['complete', 'disaster']]","['Redundant/NA', 'Redundant/NA']"
Vlada geg,The app just hangs after the latest update now cant even use watch videos that are more than mins,2.0,1.0,"January 16, 2020","[['the', 'app', 'hangs', 'latest', 'update', 'cant', 'even', 'use', 'watch', 'videos', '15', 'mins']]",['Redundant/NA']
John Kahindo,Love the new look But playlist Why was that not restored after the update What about those with many playlists,,1.0,"February 16, 2020","[['love', 'new', 'look'], ['but', 'playlist'], ['why', 'restored', 'update', 'what', 'many', 'playlists']]","['neutral', 'Redundant/NA', 'Redundant/NA']"
David Louw,Latest update broke longer plays favorite AVI files just black screen with the spinning VLC logo,5.0,1.0,"December 5, 2019","[['latest', 'update', 'broke', 'it', 'longer', 'plays', 'favorite', 'avi', 'files'], ['it', 'black', 'screen', 'spinning', 'vlc', 'logo'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Jann King,Great app but haven been able download subtitles since the update was working fine before,5.0,4.0,"December 14, 2019","[['great', 'app', 'i', 'able', 'download', 'subtitles', 'since', 'update'], ['it', 'working', 'fine']]","['Redundant/NA', 'Redundant/NA']"
Toh Wei Xian,Amazing player but would perfect add option give playlists custom thumbnail and option bookmark tracks playlist,2.0,1.0,"January 5, 2020","[['amazing', 'player', 'would', 'perfect', 'add', 'option', 'give', 'playlists', 'custom', 'thumbnail', 'option', 'bookmark', 'tracks', 'playlist'], []]","['Feature Request', 'Redundant/NA']"
Sof Bof,love this player because allows you play the vid that has weird format and the video that cant play using phone usually after fps the video cant read thumbs for you all team vlc,4.0,4.0,"December 26, 2019","[['i', 'love', 'player', 'allows', 'play', 'vid', 'weird', 'format', 'video', 'i', 'cant', 'play', 'using', 'phone', 'usually', '1080p', '60fps', 'video', 'cant', 'read', 'thumbs', 'team', 'vlc']]",['neutral']
Predator,Completely broke smb Doesn work all Never prompts for password and there isn way type Used work,17.0,5.0,"December 29, 2019","[['completely', 'broke', 'smb2'], ['does', 'work'], ['never', 'prompts', 'password', 'way', 'type'], ['used', 'work'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Brian Griebe,Every thing good but there one issue with file streaming Every time facing unseekable stream error,6.0,5.0,"December 30, 2019","[['every', 'thing', 'good', 'one', 'issue'], ['ts', 'file', 'streaming'], ['every', 'time', 'facing', 'unseekable', 'stream', 'error'], []]","['neutral', 'Redundant/NA', 'Bug', 'Redundant/NA']"
Sami Khan,Works great watching content the phone Casting Google Chromecast useless Constant disconnection issues uninstalling and finding something better,,1.0,"December 27, 2019","[['works', 'great', 'watching', 'content', 'phone'], ['casting', 'google', 'chromecast', 'useless', 'constant', 'disconnection', 'issues', 'i', 'uninstalling', 'finding', 'something', 'better'], []]","['Redundant/NA', 'Bug', 'Redundant/NA']"
Matt,Best app for video and one more ads,2.0,5.0,"January 9, 2020","[['best', 'app', 'video', 'one', 'ads']]",['Redundant/NA']
Yunan Handri,VLC media player Windows sure like Android phone well,1.0,2.0,"February 1, 2020","[['vlc', 'media', 'player', 'windows', 'pc'], ['i', 'sure', 'i', 'like', 'android', 'phone', 'well'], []]","['Redundant/NA', 'neutral', 'Redundant/NA']"
xenomorph1138,Worse than Kodi Unable maintain consistent framerate Discards arbitrary key frames leaving badly corrupted video Unusually poor performance for bit YCbCr,,5.0,"February 14, 2020","[['worse', 'kodi'], ['unable', 'maintain', 'consistent', 'framerate'], ['discards', 'arbitrary', 'key', 'frames', 'leaving', 'badly', 'corrupted', 'video'], ['unusually', 'poor', 'performance', 'ycbcr', '1080p'], []]","['Bug', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Eric Bock,Latest update reduced functionality Video library longer supports grid view with grouping enabled and resize controls have been squirreled away into submenu during video playback,2.0,4.0,"December 20, 2019","[['latest', 'update', 'reduced', 'ui', 'functionality', 'video', 'library', 'longer', 'supports', 'grid', 'view', 'grouping', 'enabled', 'resize', 'controls', 'squirreled', 'away', 'submenu', 'video', 'playback'], []]","['Redundant/NA', 'Redundant/NA']"
A Google user,This app the combination best apps youtube Google play music player such nice app and easy use when compared with other similar apps and any videos can supported,5.0,1.0,"December 5, 2019","[['this', 'app', 'combination', 'best', '3', 'apps', '1'], ['youtube', '2'], ['google', 'play', 'music', '3'], ['mx', 'player', 'nice', 'app', 'easy', 'use', 'compared', 'similar', 'apps', 'videos', 'supported']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'neutral']"
Gummalla Venkateswarao,This update cannot display playlist while video playing Unless you play the video sequence order Please fix,33.0,2.0,"December 31, 2019","[['this', 'update', 'display', 'playlist', 'video', 'playing'], ['unless', 'play', 'video', 'sequence', 'order'], ['please', 'fix']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Monday A A,Slower than the previous version and the data storage had balooned ridiculous from manageable would downgrade could,1.0,5.0,"December 22, 2019","[['slower', 'previous', 'version', 'data', 'storage', 'balooned', 'ridiculous', '600mb', 'manageable', '150mb'], ['i', 'would', 'downgrade', 'could'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Azrael,Guys would seriously have major upgrade graphics close the point the PCs ram quality some videos don function properly and start missing out the action this major upset for appointment this great plz guy fix this,1.0,3.0,"December 21, 2019","[['guys', 'i', 'would', 'seriously', 'major', 'upgrade', 'graphics', 'close', 'point', 'pcs', '4gb', 'ram', 'quality', 'videos', 'function', 'properly', 'start', 'missing', 'action', 'major', 'upset', 'appointment', 'great', 'plz', 'guy', 'fix']]",['Redundant/NA']
Qhawe Mahlaba,This one good player for android But Wht the hell the new update ruins the all features old version old version better than new update,3.0,2.0,"January 5, 2020","[['this', 'one', 'good', 'player', 'android'], ['but', 'wht', 'hell', 'new', 'update', 'ruins', 'features', 'old', 'version'], ['version', 'better', 'new', 'update'], []]","['neutral', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
M K,Good but where the sort date option Recently added used there but disappeared and never came back,29.0,3.0,"January 18, 2020","[['good', 'sort', 'date', 'option', 'recently', 'added', 'it', 'used', 'disappeared', 'never', 'came', 'back'], []]","['neutral', 'Redundant/NA']"
jani koskela,The app good except doesnt have the option choose default subs and audio language which essential,3.0,2.0,"December 6, 2019","[['the', 'app', 'good', 'except', 'doesnt', 'option', 'choose', 'default', 'subs', 'audio', 'language', 'essential'], []]","['neutral', 'Redundant/NA']"
Hector Acuña,Love the last update Screenshots are not updated the description play store Definitely considering getting involved the development have time,6.0,4.0,"December 19, 2019","[['love', 'last', 'update', 'screenshots', 'updated', 'description', 'play', 'store'], ['definitely', 'considering', 'getting', 'involved', 'development', 'i', 'time']]","['neutral', 'Redundant/NA']"
Baptiste Véré,Was great app until the latest update Cannot play all music and stops mid song Was now star app Please fix,4.0,4.0,"December 12, 2019","[['was', 'great', 'app', 'latest', 'update'], ['can', 'play', 'music', 'stops', 'mid', 'song'], ['was', '5', '1', 'star', 'app'], ['please', 'fix']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Katina DellaBarca,love this new vlc Speaking from guy who has been avid vlc user talking about win times You guys have outdone yourself Its beautiful Tip for new users Enable black theme vlc keep,2.0,5.0,"December 12, 2019","[['i', 'love', 'new', 'vlc'], ['speaking', 'guy', 'avid', 'vlc', 'user'], ['am', 'talking', 'win', 'xp', 'times'], ['you', 'guys', 'outdone'], ['its', 'beautiful'], ['tip', 'new', 'users'], ['enable', 'black', 'theme'], ['keep'], []]","['neutral', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Felix Mumo,The chromecast option still unstable and subtitles are not working perfectly please fix this issue,3.0,1.0,"December 11, 2019","[['the', 'chromecast', 'option', 'still', 'unstable', 'subtitles', 'working', 'perfectly'], ['please', 'fix', 'issue'], []]","['Feature Request', 'Support', 'Redundant/NA']"
Tapan Sarkar,doesn download subtitles the movies have phone,4.0,5.0,"December 15, 2019","[['it', 'download', 'subtitles', 'movies', 'phone']]",['Redundant/NA']
olatunji yusuf,Been using for years and never failed Plays more formats than any other media player,,3.0,"February 18, 2020","[['been', 'using', 'years', 'never', 'failed'], ['plays', 'formats', 'media', 'player'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Sean darwish,being very buggy sometime the thumbnails are gone and sometime the whole video gone and bring back the layout design the new list one not looking good,8.0,1.0,"December 17, 2019","[['it', 'buggy', 'sometime', 'thumbnails', 'gone', 'sometime', 'whole', 'video', 'gone', 'bring', 'back', 'layout', 'design', 'new', 'list', 'one', 'looking', 'good']]",['neutral']
Arham Alam,VLC won detect mkv videos even though VLC can play the videos when browse through Directories Tab happens since the newest update please fix this,2.0,5.0,"December 19, 2019","[['vlc', 'wo', 'detect'], ['mkv', 'videos', 'even', 'though', 'vlc', 'play', 'videos', 'i', 'browse', 'directories', 'tab'], [], [], ['it', 'happens', 'since', 'newest', 'update', 'please', 'fix'], [], [], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Dave Hearts,Always Been great used for many years Thank You VLC got out trouble many times the past Tech wise,3.0,1.0,"January 4, 2020","[['always', 'been', 'great', 'used', 'many', 'years'], ['thank', 'you', 'vlc', 'got', 'trouble', 'many', 'times', 'past'], ['av', 'tech', 'wise'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Sef Herman,One Great Tool you use and think the swiss army knife media necessities you will not disappointed You can stay basic deep you need from experience not going slick pretty some others but have never had issue with not been,14.0,3.0,"December 31, 2019","[['one', 'great', 'tool'], ['if', 'use', 'think', 'swiss', 'army', 'knife', 'media', 'necessities', 'disappointed'], ['you', 'stay', 'basic', 'go', 'deep', 'need', 'experience'], ['it', 'going', 'slick', 'pretty', 'others', 'i', 'never', 'issue']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Support']"
Craig,god This app saved just downloaded this movie but Player doesn support its weird audio format downloaded VLC and now everything fine Thank you for this app,2.0,5.0,"December 27, 2019","[['oh', 'god', 'this', 'app', 'saved', 'i', 'downloaded', '3', 'gb', 'movie', 'mx', 'player', 'support', 'weird', 'audio', 'format', 'i', 'downloaded', 'vlc', 'everything', 'fine'], ['thank', 'app']]","['Support', 'Redundant/NA']"
Mark John Solver,cannot use the subtitles that downloaded after the updates But before the updates have problem using the downloaded subtitles,,5.0,"December 26, 2019","[['i', 'use', 'subtitles', 'downloaded', 'updates'], ['but', 'updates', 'i', 'problem', 'using', 'downloaded', 'subtitles']]","['Redundant/NA', 'Redundant/NA']"
Gyn Mark Lagumbayan,Best app for android Please don change anything updates needed And please don introduce adds app purchases For now stars and let stay,2.0,5.0,"January 2, 2020","[['best', 'app', 'android'], ['please', 'change', 'anything', 'updates', 'needed'], ['and', 'please', 'introduce', 'adds', 'app', 'purchases'], ['for', '5', 'stars', 'let', 'stay'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Asiya Nur,Won cast any music smart Was working fine have Samsung plus Updated android and still casting support please fix can screenshot the error get anyone cares,5.0,2.0,"January 2, 2020","[['wo', 'cast', 'music', 'smart', 'tv'], ['was', 'working', 'fine'], ['i', 'samsung', 's10', 'plus'], ['updated', 'android', '10', 'still', 'casting', 'support', 'please', 'fix', 'screenshot', 'error', 'i', 'get', 'anyone', 'cares'], [], [], []]","['neutral', 'Redundant/NA', 'Redundant/NA', 'Support', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Joshua Fulton,loose place album often after pausing Making this unsuitable for album listening which the majority what use apps like this for,2.0,5.0,"January 4, 2020","[['i', 'loose', 'place', 'album', 'often', 'pausing'], ['making', 'unsuitable', 'album', 'listening', 'majority', 'i', 'use', 'apps', 'like'], []]","['Redundant/NA', 'neutral', 'Redundant/NA']"
Travis spaulding,This new update just boom awesome sure decoder vlc absolutely better than player decoder audio quality even top class just amazed and blown away with this new update keep vlc,2.0,1.0,"December 23, 2019","[['this', 'new', 'update', 'boom'], [], ['awesome'], [], ['sure', 'decoder', 'vlc', 'absolutely', 'better', 'mx', 'player', 'decoder'], [], ['audio', 'quality', 'even', 'top', 'class'], [], ['amazed', 'blown', 'away', 'new', 'update'], [], ['keep', 'vlc']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
amit jaiswal,find this media app does everything require and isn loaded with spyware which instantly makes must have,15.0,2.0,"January 12, 2020","[['i', 'find', 'media', 'app', 'everything', 'i', 'require', 'loaded', 'spyware', 'instantly', 'makes', 'must'], []]","['Redundant/NA', 'Redundant/NA']"
Geoff Smith,use this watch movies phones and tab subtitle download has stopped working but confident will fixed still stars from,11.0,5.0,"January 11, 2020","[['use', 'watch', 'movies', 'phones', 'tab'], ['subtitle', 'download', 'stopped', 'working', 'confident', 'fixed', 'still', '5', 'stars'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Jean Co,The BEST media player far Been using Windows and Mac for many years and the only player using since,1.0,5.0,"January 21, 2020","[['the', 'best', 'media', 'player', 'far'], ['been', 'using', 'windows', 'mac', 'many', 'years', 'player', 'using', 'since']]","['Redundant/NA', 'Redundant/NA']"
Aj TeX,about the pop player made fall love with the app and still Great job VLC team,3.0,5.0,"February 2, 2020","[['it', 'pop', 'player'], ['it', 'made', 'fall', 'love', 'app', 'still'], ['great', 'job', 'vlc', 'team'], []]","['Redundant/NA', 'neutral', 'Redundant/NA', 'Redundant/NA']"
Femi Awojobi,better than player without any ads Fun watching videos,1.0,5.0,"February 4, 2020","[['it', 'better', 'mx', 'player', 'without', 'ads'], ['fun', 'watching', 'videos'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Mallikarjun Kalshetti,Not feel that much means player full screen and passes fingers this app better,1.0,5.0,"February 7, 2020","[['not', 'feel', 'much', 'means', 'mx', 'player', 'full', 'screen', 'passes', 'fingers', 'app', 'better']]",['neutral']
Abdul hameed Abdul hameed,recent update there problem with refresh video playlist Its slow and not accurate,1.0,5.0,"February 10, 2020","[['in', 'recent', 'update', 'problem', 'refresh', 'video', 'playlist'], ['its', 'slow', 'accurate']]","['Redundant/NA', 'Performance']"
Shivananda M,Still can access local network videos ever since the new uodate Using VLC Local network hosted via Ubuntu Server LTS over samba,2.0,3.0,"January 12, 2020","[['still', 'ca', 'access', 'local', 'network', 'videos', 'ever', 'since', 'new', 'uodate'], ['using', 'vlc', '3'], ['2'], ['3'], ['local', 'network', 'hosted', 'via', 'ubuntu', 'server', '18'], ['04', 'lts', 'samba'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Francis Lorenzo Doydora,The latest update ruined everything takes way too long load and ends making phone lag please fix,1.0,3.0,"December 22, 2019","[['the', 'latest', 'update', 'ruined', 'everything', 'takes', 'way', 'long', 'load', 'ends', 'making', 'phone', 'lag', 'please', 'fix'], []]","['Redundant/NA', 'Redundant/NA']"
Jasmine,Great App Doesn lag Android Edition unlike other video apps Seriously this all you need for videos guys,1.0,1.0,"December 23, 2019","[['great', 'app'], ['does', 'lag', 'android', 'go', 'edition', 'unlike', 'video', 'apps'], ['seriously', 'need', 'videos', 'guys'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Emmy Leke,There used arrow like icon the right hand side vlc which was really helpful for casting the video but not there what happened,3.0,1.0,"January 1, 2020","[['there', 'used', 'arrow', 'like', 'icon', 'right', 'hand', 'side', 'vlc', 'really', 'helpful', 'casting', 'video', 'tv', 'happened']]",['neutral']
Shaman Shetty,get play all favorite Albums phone you can get any better than that and ads Thank You Very Much,1.0,5.0,"December 26, 2019","[['i', 'get', 'play', 'favorite', 'albums', 'phone', 'ca', 'get', 'better', 'ads', 'thank', 'you', 'very', 'much']]",['Redundant/NA']
Mitchel Racanelli,Can download Subtitles even though there option for that Keep hearing beeping sound while the video playing,17.0,2.0,"December 27, 2019","[['ca', 'download', 'subtitles', 'even', 'though', 'option'], ['keep', 'hearing', 'beeping', 'sound', 'video', 'playing']]","['Feature Request', 'neutral']"
Ogochukwu Omeje,The app randomly started scanning for media hours and percent battery later and was STILL searching,,5.0,"January 12, 2020","[['the', 'app', 'randomly', 'started', 'scanning', 'media'], ['2', 'hours', '30', 'percent', 'battery', 'later', 'still', 'searching'], []]","['Redundant/NA', 'Performance', 'Redundant/NA']"
Uncle Squishy,would definitely recommend this anyone who loves quality when listening watching videos,1.0,1.0,"January 10, 2020","[['i', 'would', 'definitely', 'recommend', 'anyone', 'loves', 'quality', 'listening', 'watching', 'videos']]",['Redundant/NA']
STHEMBISO BLVCKFLVME,Its very reliable application addicted vlc using computer too,1.0,3.0,"January 23, 2020","[['its', 'reliable', 'application'], ['i', 'addicted', 'vlc'], ['i', 'using', 'computer'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Vivek Mandvi भारत वासी,Best app for video playing use listen videos were audio This allows phone keep the screen off while the video still playing,1.0,5.0,"February 1, 2020","[['best', 'app', 'video', 'playing'], ['i', 'use', 'listen', 'videos', 'audio'], ['this', 'allows', 'phone', 'keep', 'screen', 'video', 'still', 'playing'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Jack,When the app switched back from recent apps The options button and the subtitles button show the same result,8.0,4.0,"December 6, 2019","[['when', 'app', 'switched', 'back', 'recent', 'apps'], ['the', 'options', 'button', 'subtitles', 'button', 'show', 'result'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Ranadheer Amudala,Great app but streaming from youtube broke recently was handy way avoid ads share vlc from the app fix would greatly appreciated,8.0,5.0,"December 21, 2019","[['great', 'app', 'streaming', 'youtube', 'broke', 'recently'], ['it', 'handy', 'way', 'avoid', 'ads', 'share', 'vlc', 'yt', 'app', 'fix', 'would', 'greatly', 'appreciated']]","['Redundant/NA', 'Redundant/NA']"
James Mac Hale,Used great app Now audio playback stops unexpectedly Really annoying,11.0,2.0,"December 24, 2019","[['used', 'great', 'app'], ['now', 'audio', 'playback', 'stops', 'unexpectedly'], ['really', 'annoying']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Chris Carr,Worked well but not anymore when open file from file explorer open with vlc closes immediately after start,,5.0,"January 15, 2020","[['worked', 'well', 'anymore'], [], [], ['i', 'open', 'mp4', 'file', 'file', 'explorer', 'open'], [], [], ['vlc', 'closes', 'immediately', 'start'], []]","['neutral', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Igor Surini,have never had very stupid app like this one kips crashing after two three songs think not for Android,2.0,1.0,"January 12, 2020","[['i', 'never', 'stupid', 'app', 'like', 'one'], [], ['kips', 'crashing', 'two', 'three', 'songs'], [], ['i', 'think', 'android'], []]","['neutral', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Ibrahim Alukwe,Loved the app until the latest update playlists disappeared after updating and the whole new interface just doesn function well whatsoever,,3.0,"January 20, 2020","[['loved', 'app', 'latest', 'update'], ['my', 'playlists', 'disappeared', 'updating', 'whole', 'new', 'interface', 'function', 'well', 'whatsoever'], []]","['Redundant/NA', 'neutral', 'Redundant/NA']"
Jules Wolfs,This great player And even better free and free from ads Give try and you impressed,4.0,1.0,"December 6, 2019","[['this', 'great', 'av', 'player'], ['and', 'even', 'better', 'free', 'free', 'ads'], ['give', 'try', 'impressed'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
A 9ball,Was working great Latest update has broken Chromecast connection after selecting the video you select the cast device before the media fine but still broke latest build,12.0,1.0,"December 27, 2019","[['was', 'working', 'great'], ['latest', 'update', 'broken', 'chromecast', 'connection', 'selecting', 'video', 'select', 'cast', 'device', 'media', 'fine', 'still', 'broke', 'latest', 'build']]","['Redundant/NA', 'Support']"
Chibi Richard,Too many ads Never had ads before This awful Going have find another player this the worst not even worth one star,5.0,5.0,"December 29, 2019","[['too', 'many', 'ads'], ['never', 'ads'], ['this', 'awful'], ['going', 'find', 'another', 'player', 'worst'], ['it', 'even', 'worth', 'one', 'star'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Nigel Bateman,Some videos won show video and sometimes when press video sends another one,,4.0,"December 28, 2019","[['some', 'videos', 'wo', 'show', 'video', 'sometimes', 'i', 'press', 'video', 'sends', 'another', 'one']]",['Redundant/NA']
Nathaniel Rojas brohamman,Please add features customize the seekskip time,1.0,1.0,"January 5, 2020","[['please', 'add', 'features', 'customize', 'seekskip', 'time']]",['Feature Request']
Rheza,Best sound will perform what other apps wont perform would better allows one set hisher own desired settings the equalizer,,2.0,"February 4, 2020","[['best', 'sound', 'perform', 'apps', 'wont', 'perform'], ['would', 'better', 'allows', 'one', 'set', 'hisher', 'desired', 'settings', 'equalizer'], []]","['neutral', 'Redundant/NA', 'Redundant/NA']"
Clement Waweru,Great have VLC mobile but would nice have more extensive sort features file lists like date for example,8.0,2.0,"January 9, 2020","[['great', 'vlc', 'mobile', 'would', 'nice', 'extensive', 'sort', 'features', 'file', 'lists', 'like', 'date', 'example'], []]","['neutral', 'Redundant/NA']"
Billy Kyle,can use these new version for increasing sound from its useful but makes some worst effect mobile speaker also the VLC need increase picture quality,,4.0,"January 19, 2020","[['we', 'use', 'new', 'version', 'increasing', 'sound', '100', '200', 'useful', 'makes', 'worst', 'effect', 'mobile', 'speaker', 'also', 'vlc', 'need', 'increase', 'picture', 'quality']]",['neutral']
Shyam Karnake,Used this app for years updated and now show are longer grouped seasons aren their folder anymore switching different app,4.0,4.0,"December 6, 2019","[['used', 'app', '2', 'years', 'updated', 'show', 'longer', 'grouped', 'seasons', 'folder', 'anymore', 'switching', 'different', 'app'], []]","['Redundant/NA', 'Redundant/NA']"
Kyle Green,Well now can save see equalizer presets there number representing were slider just says across the whole spectrum otherwise always been good app,2.0,4.0,"December 11, 2019","[['well', 'i', 'ca', 'save', 'see', 'equalizer', 'presets', 'number', 'representing', 'slider', 'says', '20db', 'across', 'whole', 'spectrum', 'otherwise', 'always', 'good', 'app']]",['neutral']
Josiah Jensen,Love plays nearly all the formats Most bang for the buck,2.0,1.0,"December 20, 2019","[['love'], [], [], ['plays', 'nearly', 'formats'], ['most', 'bang', 'buck']]","['neutral', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
